Record_ID,Date,State,City,Waste_Type,Waste_Generated_Tons,Waste_Collected_Tons,Segregated_Tons,Recycled_Tons,Composted_Tons,Landfilled_Tons,Collection_Efficiency_Pct,Recycling_Rate_Pct,Disposal_Method,Facility_Type,Year,Month,Month_Name,Quarter,Waste_Per_Capita_Kg
152,2024-11-08,Kerala,Kozhikode,Paper,611.79,594.71,365.62,313.82,13.21,265.49,97.21,85.83,Composting,Landfill,2024,11,Nov,Q4,0.54
153,2023-05-16,Tamil Nadu,Salem,Wet Waste,296.17,266.81,162.45,30.21,60.68,168.59,90.09,18.6,Material Recovery,Recycling Facility,2023,5,May,Q2,0.66
154,2025-10-23,Karnataka,Hubballi,Wet Waste,188.92,149.6,108.27,12.27,43.99,93.28,79.19,11.33,Landfill,MRF,2025,10,Oct,Q4,0.56
155,2025-10-07,Rajasthan,Jodhpur,Wet Waste,432.96,422.71,289.81,41.5,142.61,219.6,97.63,14.32,Landfill,Recycling Facility,2025,10,Oct,Q4,0.62
156,2024-06-05,Madhya Pradesh,Indore,Wet Waste,548.16,484.4,319.94,75.94,140.12,262.55,88.37,23.74,Waste-to-Energy,Waste-to-Energy Plant,2024,6,Jun,Q2,0.41
157,2024-04-21,Tamil Nadu,Coimbatore,Plastic,617.69,518.11,386.49,231.54,14.33,261.48,83.88,59.91,Landfill,Waste-to-Energy Plant,2024,4,Apr,Q2,0.6
158,2023-08-25,Delhi,Delhi,E-Waste,401.81,384.74,268.8,66.98,11.43,272.9,95.75,24.92,Recycling,Recycling Facility,2023,8,Aug,Q3,0.52
159,2025-05-29,Gujarat,Rajkot,Wet Waste,281.39,259.95,184.94,27.07,83.05,131.29,92.38,14.64,Waste-to-Energy,MRF,2025,5,May,Q2,0.45
160,2024-06-08,Telangana,Nizamabad,Wet Waste,272.4,232.36,162.13,11.38,72.72,127.58,85.3,7.02,Landfill,Recycling Facility,2024,6,Jun,Q2,0.56
161,2024-09-29,Karnataka,Mangaluru,Paper,360.24,308.37,196.6,154.53,6.38,135.68,85.6,78.6,Composting,Waste-to-Energy Plant,2024,9,Sep,Q3,0.72
162,2023-09-22,Telangana,Nizamabad,E-Waste,292.71,262.83,185.77,88.03,6.36,152.51,89.79,47.39,Composting,Landfill,2023,9,Sep,Q3,0.85
163,2023-03-06,Rajasthan,Kota,Dry Waste,458.11,354.54,203.22,52.84,8.63,289.05,77.39,26.0,Landfill,Landfill,2023,3,Mar,Q1,0.78
164,2024-05-20,Kerala,Thiruvananthapuram,Wet Waste,142.94,108.91,82.96,13.64,35.42,55.83,76.19,16.44,Material Recovery,Waste-to-Energy Plant,2024,5,May,Q2,0.84
165,2025-02-20,Odisha,Bhubaneswar,Paper,561.04,468.01,398.57,262.71,13.71,174.39,83.42,65.91,Waste-to-Energy,Composting Plant,2025,2,Feb,Q1,0.5
166,2024-10-26,Tamil Nadu,Salem,Glass,308.18,259.43,195.9,147.25,6.41,90.82,84.18,75.16,Material Recovery,Waste-to-Energy Plant,2024,10,Oct,Q4,0.7
167,2023-03-07,Kerala,Thiruvananthapuram,E-Waste,231.44,216.7,169.22,70.79,7.24,120.78,93.63,41.83,Composting,Landfill,2023,3,Mar,Q1,0.75
168,2025-06-11,West Bengal,Durgapur,Wet Waste,273.79,224.56,160.83,28.69,65.24,116.0,82.02,17.84,Waste-to-Energy,Waste-to-Energy Plant,2025,6,Jun,Q2,0.47
169,2024-09-26,Uttar Pradesh,Varanasi,Paper,242.07,215.87,173.32,87.16,5.29,108.76,89.18,50.29,Material Recovery,Composting Plant,2024,9,Sep,Q3,0.67
170,2025-06-06,Rajasthan,Udaipur,Wet Waste,333.61,264.46,123.13,24.06,45.35,177.8,79.27,19.54,Landfill,Recycling Facility,2025,6,Jun,Q2,0.42
171,2024-07-30,West Bengal,Durgapur,E-Waste,628.95,576.84,422.3,189.65,14.12,357.95,91.72,44.91,Recycling,Waste-to-Energy Plant,2024,7,Jul,Q3,0.82
172,2023-04-18,Kerala,Kozhikode,Dry Waste,235.78,205.43,171.7,89.39,7.06,107.46,87.13,52.06,Material Recovery,Recycling Facility,2023,4,Apr,Q2,0.82
173,2024-10-21,Uttar Pradesh,Kanpur,Wet Waste,202.86,172.29,129.77,45.83,61.1,59.47,84.93,35.31,Composting,Composting Plant,2024,10,Oct,Q4,0.43
174,2023-06-27,Maharashtra,Mumbai,Plastic,1092.05,1048.94,754.45,460.64,31.59,492.22,96.05,61.06,Recycling,Recycling Facility,2023,6,Jun,Q2,0.7
175,2024-08-16,Madhya Pradesh,Gwalior,Plastic,516.88,459.5,334.66,203.06,13.45,222.62,88.9,60.68,Recycling,Composting Plant,2024,8,Aug,Q3,0.84
176,2024-08-01,Madhya Pradesh,Bhopal,E-Waste,547.3,407.83,311.92,96.89,11.55,277.16,74.52,31.06,Landfill,Recycling Facility,2024,8,Aug,Q3,0.39
177,2025-07-01,Madhya Pradesh,Indore,Glass,258.98,238.83,157.97,110.75,5.16,119.14,92.22,70.11,Landfill,Waste-to-Energy Plant,2025,7,Jul,Q3,0.74
178,2025-03-02,Odisha,Bhubaneswar,Glass,629.55,518.75,357.8,309.09,15.68,167.62,82.4,86.39,Landfill,Recycling Facility,2025,3,Mar,Q1,0.6
179,2023-04-17,Uttar Pradesh,Varanasi,Paper,327.35,259.95,185.48,132.8,7.56,107.69,79.41,71.6,Composting,Composting Plant,2023,4,Apr,Q2,0.52
180,2024-12-22,Uttar Pradesh,Kanpur,Paper,147.29,117.82,70.39,44.84,2.6,60.41,80.0,63.7,Composting,Recycling Facility,2024,12,Dec,Q4,0.53
181,2025-04-02,Kerala,Kozhikode,Dry Waste,609.94,523.27,284.0,104.92,11.49,399.89,85.79,36.94,Composting,MRF,2025,4,Apr,Q2,0.53
182,2024-08-05,Karnataka,Hubballi,E-Waste,258.46,203.08,146.29,49.71,5.84,139.47,78.57,33.98,Waste-to-Energy,Composting Plant,2024,8,Aug,Q3,0.44
183,2023-04-23,Odisha,Cuttack,Dry Waste,456.82,434.66,297.14,128.82,10.37,276.8,95.15,43.35,Recycling,Recycling Facility,2023,4,Apr,Q2,0.36
184,2025-12-01,Gujarat,Surat,Glass,598.25,513.48,390.57,239.39,12.21,227.32,85.83,61.29,Recycling,Composting Plant,2025,12,Dec,Q4,0.62
185,2023-04-07,Maharashtra,Dhule,Wet Waste,550.7,472.63,334.3,41.12,159.28,257.47,85.82,12.3,Landfill,MRF,2023,4,Apr,Q2,0.6
186,2025-02-20,Rajasthan,Kota,Dry Waste,308.9,249.56,169.96,70.43,5.72,151.39,80.79,41.44,Composting,Waste-to-Energy Plant,2025,2,Feb,Q1,0.7
187,2025-01-25,Kerala,Kozhikode,E-Waste,565.35,483.59,353.69,138.17,11.68,318.16,85.54,39.07,Waste-to-Energy,Composting Plant,2025,1,Jan,Q1,0.55
188,2023-11-20,Madhya Pradesh,Bhopal,Plastic,280.64,260.36,226.77,159.06,8.78,80.51,92.77,70.14,Waste-to-Energy,Composting Plant,2023,11,Nov,Q4,0.79
189,2024-09-05,Uttar Pradesh,Agra,Wet Waste,359.54,316.87,183.26,34.34,74.58,199.94,88.13,18.74,Waste-to-Energy,Waste-to-Energy Plant,2024,9,Sep,Q3,0.72
190,2025-06-28,Karnataka,Mangaluru,Plastic,517.11,420.04,365.69,222.91,15.72,167.58,81.23,60.96,Landfill,Landfill,2025,6,Jun,Q2,0.67
191,2025-12-30,Uttar Pradesh,Agra,Wet Waste,394.13,293.16,176.38,30.87,72.54,188.68,74.38,17.5,Landfill,Waste-to-Energy Plant,2025,12,Dec,Q4,0.59
192,2023-07-18,Delhi,Delhi,Wet Waste,365.66,325.27,236.59,22.7,107.18,167.02,88.95,9.59,Landfill,Composting Plant,2023,7,Jul,Q3,0.43
193,2023-04-26,Odisha,Bhubaneswar,Wet Waste,449.89,412.34,276.09,24.08,126.21,231.81,91.65,8.72,Composting,Landfill,2023,4,Apr,Q2,0.38
194,2024-07-02,Madhya Pradesh,Gwalior,E-Waste,561.99,434.32,218.3,98.65,7.31,292.05,77.28,45.19,Landfill,Waste-to-Energy Plant,2024,7,Jul,Q3,0.7
195,2023-01-10,Kerala,Kozhikode,Plastic,456.11,348.26,270.57,167.14,10.12,166.71,76.35,61.77,Composting,Landfill,2023,1,Jan,Q1,0.4
196,2024-04-27,Tamil Nadu,Salem,Metal,629.99,552.13,427.75,335.61,14.75,188.06,87.64,78.46,Landfill,MRF,2024,4,Apr,Q2,0.4
197,2024-09-22,Karnataka,Hubballi,Dry Waste,511.46,427.56,274.18,131.85,8.95,280.33,83.6,48.09,Material Recovery,Waste-to-Energy Plant,2024,9,Sep,Q3,0.5
198,2023-09-07,Delhi,New Delhi,E-Waste,413.38,358.37,274.56,103.97,10.76,217.15,86.69,37.87,Recycling,Waste-to-Energy Plant,2023,9,Sep,Q3,0.81
199,2025-10-08,Maharashtra,Mumbai,Wet Waste,1160.47,1060.21,594.04,102.44,241.92,616.18,91.36,17.24,Landfill,Recycling Facility,2025,10,Oct,Q4,0.69
200,2025-09-05,Kerala,Thiruvananthapuram,Wet Waste,224.75,209.18,138.67,19.25,51.23,131.62,93.07,13.88,Waste-to-Energy,MRF,2025,9,Sep,Q3,0.7
201,2025-11-17,Karnataka,Hubballi,Dry Waste,285.89,283.03,238.46,83.44,7.31,173.6,99.0,34.99,Landfill,Landfill,2025,11,Nov,Q4,0.73
202,2023-01-21,West Bengal,Howrah,Dry Waste,458.61,378.9,272.8,96.87,10.9,234.64,82.62,35.51,Landfill,Landfill,2023,1,Jan,Q1,0.74
203,2025-01-31,Uttar Pradesh,Agra,Wet Waste,247.35,197.13,146.92,12.34,68.66,114.83,79.69,8.4,Landfill,Composting Plant,2025,1,Jan,Q1,0.85
204,2025-10-15,Karnataka,Hubballi,Wet Waste,599.79,492.04,346.02,45.6,169.66,272.88,82.03,13.18,Material Recovery,Composting Plant,2025,10,Oct,Q4,0.39
205,2025-05-15,Karnataka,Hubballi,Paper,443.45,313.58,200.19,152.55,6.44,148.56,70.71,76.2,Waste-to-Energy,MRF,2025,5,May,Q2,0.4
206,2025-03-10,Maharashtra,Nashik,Paper,372.42,330.22,191.78,121.46,7.72,182.01,88.67,63.34,Recycling,Landfill,2025,3,Mar,Q1,0.84
207,2025-03-09,Telangana,Hyderabad,Metal,839.85,679.43,584.6,454.43,24.51,177.69,80.9,77.73,Landfill,Recycling Facility,2025,3,Mar,Q1,0.58
208,2025-10-12,Uttar Pradesh,Kanpur,Wet Waste,483.2,366.83,242.85,7.29,107.75,226.86,75.92,3.0,Recycling,Composting Plant,2025,10,Oct,Q4,0.8
209,2025-04-06,Telangana,Warangal,Wet Waste,303.36,258.09,186.22,7.08,75.94,173.83,85.08,3.8,Composting,Waste-to-Energy Plant,2025,4,Apr,Q2,0.62
210,2023-05-08,Uttar Pradesh,Lucknow,Glass,380.86,332.77,225.08,148.84,6.9,158.09,87.37,66.12,Recycling,Recycling Facility,2023,5,May,Q2,0.7
211,2025-01-26,Karnataka,Mysuru,Plastic,275.52,246.94,214.75,88.64,8.4,129.85,89.63,41.28,Landfill,Recycling Facility,2025,1,Jan,Q1,0.62
212,2023-09-30,Maharashtra,Nagpur,Dry Waste,333.02,285.19,200.52,92.21,7.68,158.11,85.64,45.98,Landfill,Waste-to-Energy Plant,2023,9,Sep,Q3,0.82
213,2025-07-25,Kerala,Thiruvananthapuram,Wet Waste,528.37,487.53,352.57,69.53,161.41,229.07,92.27,19.72,Waste-to-Energy,Recycling Facility,2025,7,Jul,Q3,0.41
214,2024-11-24,Kerala,Thiruvananthapuram,Glass,627.95,541.85,343.22,259.03,11.0,244.76,86.29,75.47,Material Recovery,MRF,2024,11,Nov,Q4,0.39
215,2023-03-27,Karnataka,Bengaluru,Paper,535.97,436.35,382.99,280.62,12.19,123.12,81.41,73.27,Waste-to-Energy,Recycling Facility,2023,3,Mar,Q1,0.79
216,2023-10-19,Odisha,Rourkela,Dry Waste,180.58,167.02,124.87,60.09,5.44,90.21,92.49,48.12,Landfill,Landfill,2023,10,Oct,Q4,0.44
217,2023-06-29,West Bengal,Durgapur,Wet Waste,564.88,509.7,332.42,74.68,121.96,280.26,90.23,22.47,Recycling,Recycling Facility,2023,6,Jun,Q2,0.8
218,2024-03-05,Maharashtra,Nagpur,Wet Waste,476.72,452.78,271.96,39.04,107.0,276.78,94.98,14.36,Waste-to-Energy,Composting Plant,2024,3,Mar,Q1,0.35
219,2024-12-16,Delhi,New Delhi,Paper,422.41,388.56,275.97,162.86,8.43,200.79,91.99,59.02,Landfill,Composting Plant,2024,12,Dec,Q4,0.83
220,2023-09-19,Gujarat,Rajkot,E-Waste,200.7,185.65,120.8,34.45,4.83,140.08,92.5,28.52,Material Recovery,Waste-to-Energy Plant,2023,9,Sep,Q3,0.42
221,2024-07-31,Delhi,New Delhi,Dry Waste,402.96,354.45,282.31,134.78,12.14,184.65,87.96,47.74,Composting,MRF,2024,7,Jul,Q3,0.43
222,2023-04-29,Maharashtra,Dhule,Wet Waste,272.64,243.57,139.17,16.32,55.41,154.8,89.34,11.72,Composting,Composting Plant,2023,4,Apr,Q2,0.45
223,2024-10-24,Tamil Nadu,Chennai,Wet Waste,858.69,816.91,635.32,71.4,267.64,428.75,95.13,11.24,Recycling,MRF,2024,10,Oct,Q4,0.75
224,2025-04-18,Kerala,Kochi,Paper,584.99,549.38,389.76,289.51,13.38,243.88,93.91,74.28,Recycling,Recycling Facility,2025,4,Apr,Q2,0.53
225,2024-05-03,Odisha,Rourkela,Wet Waste,464.76,435.16,292.44,23.11,126.44,279.47,93.63,7.9,Composting,Waste-to-Energy Plant,2024,5,May,Q2,0.57
226,2023-10-30,Gujarat,Rajkot,Dry Waste,156.34,147.69,106.31,55.19,3.82,87.07,94.47,51.92,Composting,MRF,2023,10,Oct,Q4,0.52
227,2025-10-01,Madhya Pradesh,Gwalior,Dry Waste,387.51,326.07,230.46,110.1,7.4,188.29,84.15,47.78,Waste-to-Energy,Recycling Facility,2025,10,Oct,Q4,0.54
228,2024-03-29,Rajasthan,Udaipur,Paper,264.0,261.36,173.07,122.18,7.22,114.98,99.0,70.59,Landfill,Landfill,2024,3,Mar,Q1,0.55
229,2023-09-06,Rajasthan,Jaipur,Plastic,267.38,232.64,221.01,121.9,8.86,87.5,87.01,55.15,Composting,Landfill,2023,9,Sep,Q3,0.73
230,2025-06-13,Uttar Pradesh,Lucknow,Wet Waste,392.4,347.74,268.86,14.05,130.42,200.06,88.62,5.23,Recycling,Composting Plant,2025,6,Jun,Q2,0.63
231,2023-05-13,Tamil Nadu,Coimbatore,E-Waste,357.43,306.93,185.88,99.28,6.83,198.48,85.87,53.41,Material Recovery,Recycling Facility,2023,5,May,Q2,0.74
232,2023-05-05,Gujarat,Rajkot,Glass,611.12,521.3,320.56,203.17,11.48,269.39,85.3,63.38,Material Recovery,Recycling Facility,2023,5,May,Q2,0.64
233,2024-06-07,Madhya Pradesh,Indore,Wet Waste,154.47,134.02,122.24,16.96,43.07,73.43,86.76,13.88,Material Recovery,Waste-to-Energy Plant,2024,6,Jun,Q2,0.38
234,2025-08-18,West Bengal,Howrah,Wet Waste,295.88,292.92,221.13,39.38,76.74,160.06,99.0,17.81,Composting,Recycling Facility,2025,8,Aug,Q3,0.78
235,2023-07-26,Uttar Pradesh,Kanpur,Wet Waste,450.04,394.73,244.2,18.76,112.11,239.28,87.71,7.68,Composting,MRF,2023,7,Jul,Q3,0.46
236,2025-11-24,Uttar Pradesh,Kanpur,Plastic,592.17,542.58,412.95,200.39,16.43,325.12,91.63,48.53,Landfill,Landfill,2025,11,Nov,Q4,0.48
237,2024-05-01,Maharashtra,Mumbai,Wet Waste,1059.45,936.68,594.86,17.85,259.69,620.82,88.41,3.0,Landfill,Recycling Facility,2024,5,May,Q2,0.56
238,2025-07-12,Kerala,Thiruvananthapuram,Paper,153.31,137.83,104.47,89.3,4.08,40.58,89.91,85.49,Recycling,MRF,2025,7,Jul,Q3,0.76
239,2025-02-11,Madhya Pradesh,Indore,Wet Waste,182.03,161.58,111.65,5.34,42.82,112.94,88.77,4.78,Recycling,Waste-to-Energy Plant,2025,2,Feb,Q1,0.49
240,2024-10-31,West Bengal,Howrah,Dry Waste,285.31,243.3,131.82,55.42,3.96,176.46,85.28,42.04,Material Recovery,Landfill,2024,10,Oct,Q4,0.37
241,2023-08-20,Tamil Nadu,Salem,Dry Waste,354.16,290.07,212.68,106.28,8.16,172.94,81.91,49.97,Waste-to-Energy,Recycling Facility,2023,8,Aug,Q3,0.76
242,2023-03-28,Odisha,Rourkela,Dry Waste,225.8,207.44,161.58,85.42,6.58,106.72,91.87,52.87,Material Recovery,Waste-to-Energy Plant,2023,3,Mar,Q1,0.62
243,2025-11-10,Madhya Pradesh,Bhopal,Dry Waste,175.34,157.39,61.95,23.4,2.03,123.52,89.76,37.78,Landfill,MRF,2025,11,Nov,Q4,0.43
244,2024-09-28,Delhi,Delhi,Dry Waste,1100.9,998.09,744.43,378.95,31.38,532.18,90.66,50.9,Landfill,Recycling Facility,2024,9,Sep,Q3,0.77
245,2023-12-23,Uttar Pradesh,Lucknow,Wet Waste,500.76,432.86,353.43,68.64,167.3,192.06,86.44,19.42,Recycling,MRF,2023,12,Dec,Q4,0.79
246,2023-01-27,Gujarat,Surat,Wet Waste,563.95,408.43,268.15,40.1,124.1,225.51,72.42,14.95,Landfill,MRF,2023,1,Jan,Q1,0.59
247,2024-03-15,Madhya Pradesh,Gwalior,Paper,161.0,156.52,110.44,79.48,4.37,64.63,97.21,71.97,Material Recovery,MRF,2024,3,Mar,Q1,0.77
248,2024-02-06,Delhi,New Delhi,Plastic,367.27,354.59,288.64,150.36,10.13,169.34,96.55,52.09,Material Recovery,Landfill,2024,2,Feb,Q1,0.54
249,2024-09-21,Karnataka,Hubballi,E-Waste,560.95,446.99,324.55,138.68,9.95,287.72,79.68,42.73,Recycling,MRF,2024,9,Sep,Q3,0.79
250,2023-02-19,Odisha,Bhubaneswar,E-Waste,171.11,167.48,114.05,30.29,3.44,125.62,97.88,26.56,Material Recovery,MRF,2023,2,Feb,Q1,0.51
251,2024-03-10,Odisha,Bhubaneswar,Wet Waste,414.02,384.66,293.17,34.31,140.16,204.07,92.91,11.7,Composting,MRF,2024,3,Mar,Q1,0.83
252,2024-09-01,Karnataka,Hubballi,Wet Waste,300.72,295.99,253.66,10.19,102.27,170.8,98.43,4.02,Landfill,Landfill,2024,9,Sep,Q3,0.72
253,2024-03-03,Telangana,Hyderabad,Plastic,281.43,263.79,155.62,77.95,6.34,155.19,93.73,50.09,Recycling,Composting Plant,2024,3,Mar,Q1,0.75
254,2025-03-06,Madhya Pradesh,Gwalior,Wet Waste,482.65,430.8,297.82,29.22,134.21,250.77,89.26,9.81,Composting,Recycling Facility,2025,3,Mar,Q1,0.83
255,2023-07-28,Odisha,Rourkela,Plastic,468.83,448.85,312.18,113.36,10.07,286.49,95.74,36.31,Waste-to-Energy,Landfill,2023,7,Jul,Q3,0.71
256,2024-06-11,Rajasthan,Jodhpur,Plastic,159.66,140.34,89.2,50.58,3.5,82.64,87.9,56.71,Waste-to-Energy,MRF,2024,6,Jun,Q2,0.44
257,2025-05-25,Tamil Nadu,Salem,Plastic,439.61,347.8,253.57,124.66,10.71,202.2,79.12,49.16,Composting,Waste-to-Energy Plant,2025,5,May,Q2,0.79
258,2024-10-11,Gujarat,Surat,Wet Waste,503.84,481.98,402.78,24.33,157.42,275.29,95.66,6.04,Material Recovery,Landfill,2024,10,Oct,Q4,0.64
259,2024-02-10,Maharashtra,Nashik,Dry Waste,160.32,143.65,116.84,75.78,5.05,58.16,89.61,64.86,Material Recovery,Recycling Facility,2024,2,Feb,Q1,0.79
260,2023-04-26,Karnataka,Mangaluru,Dry Waste,544.9,488.32,329.97,133.1,10.41,324.57,89.61,40.34,Material Recovery,Landfill,2023,4,Apr,Q2,0.48
261,2023-07-30,Karnataka,Mysuru,Glass,579.04,535.19,322.63,251.39,13.38,250.08,92.43,77.92,Recycling,MRF,2023,7,Jul,Q3,0.44
262,2025-01-18,Maharashtra,Nashik,Metal,551.65,473.26,312.2,257.03,13.46,188.54,85.79,82.33,Waste-to-Energy,Waste-to-Energy Plant,2025,1,Jan,Q1,0.36
263,2025-01-18,Madhya Pradesh,Indore,Wet Waste,183.62,149.55,85.04,9.15,31.74,101.3,81.44,10.76,Material Recovery,Recycling Facility,2025,1,Jan,Q1,0.63
264,2023-06-28,Karnataka,Mysuru,Plastic,319.97,285.08,186.41,90.47,7.98,183.9,89.1,48.53,Material Recovery,Landfill,2023,6,Jun,Q2,0.39
265,2024-08-12,Tamil Nadu,Madurai,Plastic,481.97,420.86,371.05,166.79,15.19,216.57,87.32,44.95,Composting,Waste-to-Energy Plant,2024,8,Aug,Q3,0.66
266,2024-07-12,Maharashtra,Dhule,Dry Waste,354.59,344.89,241.35,131.59,7.82,184.51,97.27,54.52,Composting,Landfill,2024,7,Jul,Q3,0.56
267,2023-09-23,Rajasthan,Udaipur,Plastic,612.38,524.88,432.07,243.8,14.55,245.09,85.71,56.42,Material Recovery,Recycling Facility,2023,9,Sep,Q3,0.83
268,2024-11-07,Maharashtra,Dhule,Plastic,510.23,465.09,367.67,182.15,11.24,235.01,91.15,49.54,Waste-to-Energy,Recycling Facility,2024,11,Nov,Q4,0.44
269,2024-02-18,Maharashtra,Dhule,Plastic,512.38,500.17,377.89,144.76,15.02,333.18,97.62,38.31,Material Recovery,MRF,2024,2,Feb,Q1,0.57
270,2025-10-12,Gujarat,Ahmedabad,Wet Waste,888.3,879.42,675.61,77.29,275.4,474.14,99.0,11.44,Recycling,Composting Plant,2025,10,Oct,Q4,0.83
271,2023-04-06,Karnataka,Mysuru,E-Waste,583.8,513.45,413.1,149.04,12.91,320.23,87.95,36.08,Material Recovery,Recycling Facility,2023,4,Apr,Q2,0.77
272,2025-11-07,Odisha,Cuttack,Dry Waste,470.37,440.85,306.59,135.21,9.82,278.7,93.72,44.1,Composting,Landfill,2025,11,Nov,Q4,0.49
273,2023-02-26,Kerala,Thiruvananthapuram,Glass,546.68,418.15,308.97,213.07,11.41,170.36,76.49,68.96,Composting,Composting Plant,2023,2,Feb,Q1,0.82
274,2025-06-21,Madhya Pradesh,Jabalpur,Glass,575.93,558.48,484.89,393.09,18.42,134.23,96.97,81.07,Landfill,Waste-to-Energy Plant,2025,6,Jun,Q2,0.76
275,2023-03-07,Telangana,Warangal,Wet Waste,176.42,172.61,123.98,14.15,52.02,97.32,97.84,11.41,Composting,Composting Plant,2023,3,Mar,Q1,0.38
276,2023-08-18,Delhi,Delhi,Paper,469.37,445.0,307.63,217.55,12.95,191.69,94.81,70.72,Material Recovery,Landfill,2023,8,Aug,Q3,0.41
277,2025-10-07,Telangana,Nizamabad,Plastic,560.29,554.68,414.34,239.09,16.75,274.32,99.0,57.7,Material Recovery,Waste-to-Energy Plant,2025,10,Oct,Q4,0.75
278,2024-03-08,Odisha,Bhubaneswar,Plastic,188.24,161.39,135.75,69.64,4.82,77.1,85.74,51.3,Landfill,MRF,2024,3,Mar,Q1,0.79
279,2024-03-04,Rajasthan,Kota,Wet Waste,423.85,334.8,261.94,18.8,104.85,194.43,78.99,7.18,Composting,Landfill,2024,3,Mar,Q1,0.8
280,2024-07-03,Rajasthan,Jaipur,Dry Waste,545.96,540.2,341.16,145.11,14.31,332.42,98.94,42.54,Landfill,MRF,2024,7,Jul,Q3,0.69
281,2025-05-08,Uttar Pradesh,Kanpur,Wet Waste,472.38,419.22,297.23,12.22,118.17,283.45,88.75,4.11,Composting,Waste-to-Energy Plant,2025,5,May,Q2,0.65
282,2025-08-16,Odisha,Cuttack,Wet Waste,546.88,475.92,322.96,55.92,144.03,256.62,87.02,17.31,Composting,MRF,2025,8,Aug,Q3,0.66
283,2024-09-05,West Bengal,Durgapur,Dry Waste,583.47,576.72,374.08,188.27,16.31,330.11,98.84,50.33,Composting,Waste-to-Energy Plant,2024,9,Sep,Q3,0.54
284,2023-06-02,Karnataka,Mangaluru,Paper,248.76,221.09,141.81,99.47,5.36,107.75,88.88,70.15,Material Recovery,Landfill,2023,6,Jun,Q2,0.84
285,2025-01-01,Tamil Nadu,Coimbatore,Wet Waste,507.26,438.6,312.23,27.49,149.29,222.66,86.46,8.8,Waste-to-Energy,Recycling Facility,2025,1,Jan,Q1,0.71
286,2024-08-31,Tamil Nadu,Chennai,Dry Waste,452.84,416.21,281.37,143.29,11.23,245.03,91.91,50.92,Recycling,Landfill,2024,8,Aug,Q3,0.48
287,2024-08-07,Tamil Nadu,Salem,E-Waste,316.18,268.31,147.96,65.29,5.47,168.89,84.86,44.13,Material Recovery,MRF,2024,8,Aug,Q3,0.77
288,2025-03-04,Karnataka,Bengaluru,Paper,316.07,280.1,185.83,147.16,7.39,119.41,88.62,79.19,Landfill,Recycling Facility,2025,3,Mar,Q1,0.49
289,2025-04-03,Delhi,Delhi,Wet Waste,587.34,552.17,452.02,61.87,200.64,282.77,94.01,13.69,Material Recovery,Landfill,2025,4,Apr,Q2,0.82
290,2023-06-27,Odisha,Bhubaneswar,Paper,580.93,541.65,375.11,220.86,14.66,283.82,93.24,58.88,Composting,MRF,2023,6,Jun,Q2,0.68
291,2024-06-05,Rajasthan,Jaipur,Wet Waste,455.49,440.64,232.01,31.18,103.4,284.9,96.74,13.44,Landfill,MRF,2024,6,Jun,Q2,0.52
292,2024-02-27,Odisha,Cuttack,Paper,172.76,141.63,80.7,66.03,3.08,68.46,81.98,81.82,Composting,Landfill,2024,2,Feb,Q1,0.59
293,2025-04-05,Rajasthan,Udaipur,Metal,382.46,320.82,245.35,175.05,8.2,123.72,83.88,71.35,Landfill,Waste-to-Energy Plant,2025,4,Apr,Q2,0.56
294,2023-07-21,West Bengal,Durgapur,Wet Waste,157.59,147.35,108.91,9.64,46.34,81.53,93.5,8.85,Landfill,Waste-to-Energy Plant,2023,7,Jul,Q3,0.74
295,2023-04-29,Tamil Nadu,Coimbatore,Wet Waste,476.27,448.8,282.99,8.49,128.45,286.84,94.23,3.0,Composting,Landfill,2023,4,Apr,Q2,0.55
296,2025-06-09,Karnataka,Mangaluru,E-Waste,246.53,231.63,179.97,91.32,7.12,126.06,93.95,50.74,Waste-to-Energy,Landfill,2025,6,Jun,Q2,0.74
297,2024-07-26,Delhi,New Delhi,Wet Waste,530.44,486.9,291.61,70.09,108.04,289.68,91.79,24.04,Material Recovery,Composting Plant,2024,7,Jul,Q3,0.61
298,2023-03-12,Karnataka,Hubballi,E-Waste,324.18,287.42,184.62,72.75,6.37,200.74,88.66,39.4,Material Recovery,Composting Plant,2023,3,Mar,Q1,0.82
299,2025-11-15,Delhi,Delhi,E-Waste,730.19,674.42,454.72,216.39,14.31,404.77,92.36,47.59,Material Recovery,Recycling Facility,2025,11,Nov,Q4,0.68
300,2024-03-25,Gujarat,Rajkot,Plastic,602.68,540.32,471.49,172.92,14.28,313.37,89.65,36.68,Recycling,Landfill,2024,3,Mar,Q1,0.55
301,2023-05-11,Madhya Pradesh,Bhopal,Dry Waste,400.84,356.92,230.74,83.76,8.7,237.85,89.04,36.3,Landfill,Composting Plant,2023,5,May,Q2,0.58
302,2023-09-01,Rajasthan,Jodhpur,Wet Waste,608.04,503.53,352.93,39.07,173.66,274.12,82.81,11.07,Waste-to-Energy,Waste-to-Energy Plant,2023,9,Sep,Q3,0.69
303,2025-03-14,Rajasthan,Kota,Metal,237.52,197.2,147.77,113.99,6.36,67.05,83.03,77.14,Landfill,MRF,2025,3,Mar,Q1,0.76
304,2024-02-20,Odisha,Cuttack,Plastic,621.37,574.66,444.32,207.42,17.71,304.92,92.48,46.68,Landfill,Recycling Facility,2024,2,Feb,Q1,0.5
